,album,album_id,artist,artist_id,duration_ms,id,name,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
291,Innocence & Decadence,58fHuT6aGtC3XquAaCsSC6,Graveyard,0hU5urLse5h1Z0b4zQkovL,182346,57hu4EO0fityOIXdQyt4BN,Magnetic Shunk,0,0.0101,0.355,0.91,4.95e-05,5,0.104,-5.833,1,0.0561,147.779,0.778
292,Southpaw (Music From And Inspired By The Motion Picture),5pqnv0aiizL6F4mmVkniKM,Bad Meets Evil,77IURH5NC56Jn09QHi76is,372679,64xJyqmFXQ2smziK6MQZXP,All I Think About,2,0.169,0.836,0.915,7.09e-06,7,0.113,-4.052,1,0.344,120.332,0.63
293,Southpaw (Music From And Inspired By The Motion Picture),5pqnv0aiizL6F4mmVkniKM,Rob Bailey & The Hustle Standard,70eNABm9r2VXOGYW4r209H,279372,3Szet5iVcwDfOgWgDbMP4F,Beast - Southpaw Remix,10,0.0252,0.596,0.947,0.0,9,0.888,-4.514,1,0.218,143.992,0.555
294,The Odd Couple (International DMD A),1waCI4ZmzEPBmlWWOM0lCH,Gnarls Barkley,5SbkVQYYzlw1kte75QIabH,174040,1wQ1T9oOA181rViSBhulZI,Going On,48,0.00211,0.443,0.897,0.0,1,0.34,-4.75,1,0.0545,149.946,0.49
295,That's The Spirit,7FqHuAvmREiIwVXVpZ9ooP,Bring Me The Horizon,1Ffb6ejR6Fe5IamqA5oRUF,222760,1wvs9V8xEJStRzx78lSNJK,Run,59,0.00301,0.481,0.938,0.000153,11,0.0859,-4.759,0,0.0781,134.962,0.357
296,St. Elsewhere,5I0Wf7lRLZArM1K2uQ1AEA,Gnarls Barkley,5SbkVQYYzlw1kte75QIabH,177466,1vxw6aYJls2oq3gW0DujAo,Crazy,74,0.0505,0.855,0.587,0.00714,8,0.105,-4.589,1,0.0336,111.97,0.64
297,Trilogy,7g9RcHiOu1Di3B4Js96Fz5,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,459386,5fEWugSKjh5I5DQHl5tkFc,The Party & The After Party,5,0.46,0.673,0.659,0.0,5,0.117,-7.26,0,0.112,101.804,0.403
298,Beneath The Skin (Deluxe),1XoZXbaY5k41bIxBekZG5b,Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz,243520,51gJTJ1l7OCWHjGvfiZ177,Crystals,9,0.00228,0.582,0.763,0.000332,0,0.101,-7.288,1,0.0308,132.178,0.327
299,My Head Is An Animal,4p9dVvZDaZliSjTCbFRhJy,Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz,266600,2ihCaVdNZmnHZWt0fvAM7B,Little Talks,73,0.0206,0.446,0.757,0.0,1,0.146,-5.177,1,0.0322,102.88,0.421
300,My Head Is An Animal,4p9dVvZDaZliSjTCbFRhJy,Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz,211453,3SPVZJzf1Hs30rB6yXVf2y,Mountain Sound,60,0.0421,0.379,0.879,0.00435,1,0.146,-4.336,0,0.0363,102.021,0.375
301,My Head Is An Animal,4p9dVvZDaZliSjTCbFRhJy,Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz,238786,3o1cohFfwd57rAvrbyVE5e,Love Love Love,55,0.804,0.241,0.367,8.98e-05,7,0.0836,-9.814,1,0.042,81.561,0.156
302,My Head Is An Animal,4p9dVvZDaZliSjTCbFRhJy,Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz,278373,5g7rJvWYVrloJZwKiShqlS,Dirty Paws,67,0.108,0.359,0.648,0.0135,3,0.0555,-7.06,1,0.035,111.733,0.133
303,Trilogy,7g9RcHiOu1Di3B4Js96Fz5,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,323746,137wbDM4s2ugav7MKO45O9,Wicked Games,14,0.0113,0.409,0.579,5.24e-06,11,0.368,-5.156,0,0.0387,111.426,0.316
304,Minutes To Midnight (Circuit City DMD),7pgs38iLfEqUtwgCRgvbND,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,209306,58AS4weYlUWvGztZbKIuAU,Leave Out All The Rest,47,0.213,0.514,0.637,2.24e-06,0,0.389,-6.418,1,0.0363,80.401,0.18
305,Southpaw (Music From And Inspired By The Motion Picture),5pqnv0aiizL6F4mmVkniKM,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,324132,34KkLnoU237VdoVK3LZWAA,Wicked Games,0,0.00862,0.642,0.613,4.09e-06,11,0.307,-4.535,0,0.0327,114.079,0.311
306,Only By The Night,3DxR2xJJfAGJlbArx7wAgm,Kings of Leon,2qk9voo8llSGYcZ6xrBzKx,180840,5gSiCWxBylv4JliGnB5QP4,Notion,45,0.00597,0.433,0.887,2.87e-05,4,0.119,-5.111,1,0.047,142.968,0.426
307,Come Around Sundown,3GQy3QdRfl7RZUix1rhLtB,Kings of Leon,2qk9voo8llSGYcZ6xrBzKx,250533,0Xy9xPPs2zRRFqljGqKXel,Pyro,34,0.00757,0.365,0.606,0.052,1,0.103,-7.174,0,0.0415,114.995,0.191
308,Only By The Night,3DxR2xJJfAGJlbArx7wAgm,Kings of Leon,2qk9voo8llSGYcZ6xrBzKx,230760,2TYC9SaRhYypUQzB1ZVTG2,Use Somebody,62,0.00552,0.276,0.715,0.000417,0,0.201,-5.356,1,0.0432,137.028,0.173
309,The Days / Nights,6bV4Ee8NU7YubrdPec3ab5,Avicii,1vCWHaC5f2uS3yhpwWbIA6,176658,3OwPSJu609AMzotCEyoMiO,The Nights,26,0.0178,0.529,0.854,0.0,6,0.242,-5.29,1,0.0436,125.984,0.654
310,Stories,5ttIIMPWCp2bvwsdAPcEXC,Avicii,1vCWHaC5f2uS3yhpwWbIA6,215813,7br84ZQ7X2IGahwaC2FlZs,Gonna Love Ya,15,0.146,0.715,0.681,0.0802,3,0.139,-6.702,0,0.05,99.988,0.697
311,Common Courtesy,1NllrdYrRGnzaOEgMOifMB,A Day To Remember,4NiJW4q9ichVqL1aUsgGAN,207778,10j4RuFfe9XnCQS9020wjb,Best of Me,49,0.00123,0.439,0.968,0.0,6,0.242,-3.21,0,0.159,160.055,0.655
312,Common Courtesy,1NllrdYrRGnzaOEgMOifMB,A Day To Remember,4NiJW4q9ichVqL1aUsgGAN,244115,1mNBhnobA5GbRwS3Q4yvmp,I'm Already Gone,51,0.431,0.513,0.476,0.0,5,0.0899,-7.54,1,0.0259,107.559,0.274
313,Peace Is The Mission,2XBnxKeRZi76u2iyGcMych,Major Lazer,738wLrAtLtCtFOLvQBXOXp,206327,4oyWrvyORD6uCSYCLSRF6W,Powerful (feat. Ellie Goulding & Tarrus Riley),6,0.121,0.598,0.792,0.0,11,0.158,-4.043,0,0.0478,97.479,0.732
314,Peace Is The Mission: Extended,0OY2WzmmPG8yRZzmMeTX9N,Major Lazer,738wLrAtLtCtFOLvQBXOXp,186447,6dLLEE96JRnX1ngkL77yiA,"Boom (feat. MOTi, Ty Dolla $ign, Wizkid & Kranium)",34,0.00283,0.704,0.784,0.0,7,0.419,-4.463,0,0.142,100.083,0.656
315,Peace Is The Mission,2XBnxKeRZi76u2iyGcMych,Major Lazer,738wLrAtLtCtFOLvQBXOXp,176561,4WjH9Bzt3kx7z8kl0awxh4,Lean On (feat. MØ & DJ Snake),17,0.00346,0.723,0.809,0.00123,7,0.565,-3.081,0,0.0625,98.007,0.274
316,Southpaw (Music From And Inspired By The Motion Picture),5pqnv0aiizL6F4mmVkniKM,Eminem,7dGJo4pcD2V6oG8kP0tJRR,282546,014V6u9VubefjaPPl1QkTJ,Phenomenal,8,0.153,0.64,0.841,0.0,1,0.0457,-2.426,0,0.0466,121.075,0.0471
317,Southpaw (Music From And Inspired By The Motion Picture),5pqnv0aiizL6F4mmVkniKM,Eminem,7dGJo4pcD2V6oG8kP0tJRR,296132,33aHjpcpGYdPC0huGsieuL,Kings Never Die,12,0.0275,0.771,0.896,0.0,4,0.204,-5.289,0,0.129,112.505,0.0593
318,That's The Spirit,7FqHuAvmREiIwVXVpZ9ooP,Bring Me The Horizon,1Ffb6ejR6Fe5IamqA5oRUF,274133,3lPn81PFyKvXiyHhlkwkQ4,Doomed,63,0.00152,0.271,0.903,1.5e-05,6,0.189,-4.516,0,0.137,147.159,0.22
319,That's The Spirit,7FqHuAvmREiIwVXVpZ9ooP,Bring Me The Horizon,1Ffb6ejR6Fe5IamqA5oRUF,252400,0xZ2RmwcaiP0tvAll1Ndh5,What You Need,57,1.37e-05,0.511,0.952,0.00201,1,0.135,-4.243,0,0.0754,147.999,0.557
320,That's The Spirit,7FqHuAvmREiIwVXVpZ9ooP,Bring Me The Horizon,1Ffb6ejR6Fe5IamqA5oRUF,262013,4EyPadLFhtWojU7mkT5hqT,Avalanche,63,2.97e-05,0.426,0.934,0.0089,7,0.113,-4.063,0,0.0685,160.077,0.285
321,That's The Spirit,7FqHuAvmREiIwVXVpZ9ooP,Bring Me The Horizon,1Ffb6ejR6Fe5IamqA5oRUF,231106,6lFUdRItQEsEuD7dSINL47,Follow You,65,0.0765,0.54,0.661,0.0,3,0.125,-5.534,0,0.0381,90.012,0.506
322,Work,3Pl7KqcyeEPohMlCNGiExc,Marcus Marr,6l5dAUNRhHnRSPPmRJSKQr,436146,4n6qcmpSdCOemWg2PvbS3f,Killing Jar,43,0.485,0.652,0.686,0.477,6,0.111,-11.191,1,0.0579,176.02,0.545
323,SUGAR,5XyJzEROSmup2TcWmVjTIt,Robin Schulz,3t5xRXzsuZmMDkQzgOX35S,219043,5tf1VVWniHgryyumXyJM7w,Sugar (feat. Francesco Yates),74,0.0185,0.636,0.815,0.0,5,0.163,-5.098,0,0.0581,123.063,0.636
324,Curtain Call (Deluxe),71xFWYFtiHC8eP99QB30AA,Eminem,7dGJo4pcD2V6oG8kP0tJRR,295666,6AnfqcIa7IyrCMtgh5P6Wc,Like Toy Soldiers,56,0.0219,0.655,0.762,0.000446,8,0.093,-3.427,0,0.312,82.656,0.368
325,The Marshall Mathers LP2 (Deluxe),3qGeRY1wt4rrLIt1YuSwHR,Eminem,7dGJo4pcD2V6oG8kP0tJRR,238746,06aw4JI5nYa8XBeBKVrltZ,Berzerk,13,0.0232,0.715,0.874,0.0,2,0.246,-4.052,1,0.344,95.213,0.678
326,Humbug,7GxtlXv1hXnbsCQvUYJGEe,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,223114,2Nm0pz2n8Z2MBDKWOLE6Ve,Secret Door,0,0.0276,0.319,0.803,3.77e-05,10,0.154,-6.429,1,0.0821,116.857,0.601
327,Humbug,7GxtlXv1hXnbsCQvUYJGEe,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,198000,3e0McEmoNU05YD0dBT5afU,Cornerstone,1,0.00702,0.298,0.721,0.0,9,0.307,-5.828,1,0.0366,169.929,0.727
328,Humbug,7GxtlXv1hXnbsCQvUYJGEe,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,283541,0JUXdAzpV5cTNx0sH9g5Tt,Dance Little Liar,0,0.0823,0.54,0.615,0.779,1,0.0974,-9.064,0,0.0335,100.157,0.596
329,Humbug,7GxtlXv1hXnbsCQvUYJGEe,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,210696,4kfWVJanjP56eb4FYDozxt,Dangerous Animals,0,0.0116,0.341,0.923,3.06e-06,3,0.234,-5.175,1,0.184,125.333,0.54
330,Humbug,7GxtlXv1hXnbsCQvUYJGEe,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,342095,1gK0BfPe1BbB6jxyD9FSyX,The Jeweller's Hands,0,0.137,0.502,0.803,0.064,0,0.113,-8.043,0,0.0518,96.919,0.398
331,Humbug,7GxtlXv1hXnbsCQvUYJGEe,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,220547,0PaC8AHwgm3VhQMK8T2hK7,Pretty Visitors,0,0.0587,0.37,0.895,4.64e-05,2,0.113,-5.575,1,0.275,81.694,0.156
332,Humbug,7GxtlXv1hXnbsCQvUYJGEe,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,237544,4IwvoV3uQhRpyflYHPmHU3,Fire And The Thud,0,0.184,0.571,0.617,0.00545,2,0.206,-11.216,1,0.037,114.967,0.455
333,Humbug,7GxtlXv1hXnbsCQvUYJGEe,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,212153,0NV6MbL0TFMPYMGYBt3PTc,Potion Approaching,0,0.00524,0.407,0.77,0.0687,4,0.0806,-8.958,0,0.0478,103.083,0.781
334,Three Cheers For Sweet Revenge,3DuiGV3J09SUhvp8gqNx8h,My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,194253,1yKAqZoi8xWGLCf5vajroL,The Ghost Of You,62,0.0286,0.202,0.886,0.0,11,0.643,-3.805,0,0.0816,145.781,0.192
335,Three Cheers For Sweet Revenge,3DuiGV3J09SUhvp8gqNx8h,My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,204733,5dTHtzHFPyi8TlTtzoz1J9,Helena (So Long & Goodnight),69,0.0142,0.356,0.96,0.0,4,0.209,-3.487,1,0.104,125.921,0.0857
336,Stories,5ttIIMPWCp2bvwsdAPcEXC,Avicii,1vCWHaC5f2uS3yhpwWbIA6,230613,6nsLzJfvp5OLd4mgqUJkpq,Waiting For Love,28,0.298,0.577,0.741,0.0,6,0.142,-3.83,0,0.0501,128.081,0.581
337,Wilder Mind,4trTvSZSfcCSzeH8kJeCbD,Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,221240,3BVfLmBuTVRSHQSNFLk827,The Wolf,9,0.000584,0.418,0.824,0.657,2,0.212,-5.289,1,0.0467,152.932,0.326
338,Doo-Wops & Hooligans,6J84szYCnMfzEcvIcfWMFL,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,190213,386RUes7n1uM1yfzgeUuwp,The Lazy Song,71,0.332,0.738,0.804,0.0,11,0.279,-3.851,1,0.0621,174.943,0.949
339,Stankonia,2tm3Ht61kqqRZtIYsBjxEj,OutKast,1G9G7WwrXka3Z1r7aIDjI7,240026,6glsMWIMIxQ4BedzLqGVi4,"So Fresh, So Clean",64,0.0278,0.725,0.64,0.0,5,0.099,-7.905,0,0.332,166.029,0.915
340,Stankonia,2tm3Ht61kqqRZtIYsBjxEj,OutKast,1G9G7WwrXka3Z1r7aIDjI7,270506,0I3q5fE6wg7LIfHGngUTnV,Ms. Jackson,75,0.142,0.843,0.805,0.0,4,0.0771,-5.946,0,0.269,94.946,0.615
341,"Nando Reis - Voz e Violão - No Recreio, Vol. 1 (Ao Vivo)",5w3LIWPOW8U9QNkBBF3ViX,Nando Reis,7n1XMwvxPf10t4OX6h6Ufy,289160,3z2PwC8HC26vbOpsBS5Nrr,Por Onde Andei - Ao Vivo,35,0.86,0.401,0.33,3.31e-06,0,0.743,-9.681,1,0.0304,138.711,0.332
342,Nando Reis - Voz e Violão - No Recreio - Vol. 1 (Ao Vivo) [Álbum Comentado],4VmnZTSzzKqSZ9yN5eknqF,Nando Reis,7n1XMwvxPf10t4OX6h6Ufy,304520,3bh1DBnd4yFX71qd1nQVfo,Os Cegos do Castelo - Ao Vivo,36,0.881,0.476,0.406,8.94e-05,0,0.913,-9.757,1,0.0362,145.839,0.181
343,Tic Tac - Harmonium,6jlQSeilp9eZnGtBs8M01m,O Terno,2TuVzZPwEPqpstqmA0qLl6,260528,13W0k7mAHSlNgYLygFPvbd,Tic Tac,20,0.0166,0.456,0.79,0.109,0,0.106,-4.858,1,0.0703,123.775,0.769
344,O Terno,5ZBujOsUQ6LDSxsDruhcdH,O Terno,2TuVzZPwEPqpstqmA0qLl6,216346,3CPRFZhJWWctE7pvFQrhAI,Quando Estamos Todos Dormindo,28,0.407,0.308,0.503,0.0,4,0.0801,-8.975,0,0.0597,181.034,0.299
345,66,1qwyZKIV9ocQg94WjbV4RW,O Terno,2TuVzZPwEPqpstqmA0qLl6,151173,2Wo9g52HBAuThdJaUEYKdY,66,32,0.255,0.535,0.668,8.89e-06,9,0.0514,-6.017,1,0.433,142.983,0.541
346,O Terno,5ZBujOsUQ6LDSxsDruhcdH,O Terno,2TuVzZPwEPqpstqmA0qLl6,217573,3eMkpAa2ntFVStoZ91XoD9,"Ai, Ai, Como Eu Me Iludo",45,0.353,0.36,0.55,5.37e-06,8,0.191,-7.01,1,0.0783,154.257,0.341
347,Nothing Was The Same (Deluxe),2ZUFSbIkmFkGag000RWOpA,Drake,3TVXtAsR1Inumwj472S9r4,227880,6jdOi5U5LBzQrc4c1VT983,"Hold On, We're Going Home",69,0.00357,0.773,0.404,2.17e-05,6,0.0718,-7.438,0,0.0949,99.999,0.287
348,Innocence & Decadence,58fHuT6aGtC3XquAaCsSC6,Graveyard,0hU5urLse5h1Z0b4zQkovL,277706,0GJdDVbwodtydRbl4SguVJ,Too Much Is Not Enough,0,0.329,0.402,0.592,2.78e-06,11,0.105,-8.052,0,0.0406,114.403,0.418
349,First Impressions Of Earth,1HQ61my1h3VWp2EBWKlp0n,The Strokes,0epOFNiUfyON9EYx7Tpr6V,189226,4fPBB44eDH71YohayI4eKV,You Only Live Once,64,0.0238,0.63,0.908,0.592,11,0.116,-2.42,1,0.0326,120.522,0.968
350,"Whatever People Say I Am, That's What I'm Not",2PXlvqTzGBNetlGct7L5e6,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,331200,37AyXivrY5G4v2QJFQlWn6,A Certain Romance,3,0.000566,0.455,0.881,6.06e-05,11,0.11,-5.587,1,0.0401,137.949,0.201
351,Music For The Motion Picture Into The Wild,3H2Mr0PkWDtgdgVKt6c8c6,Eddie Vedder,0mXTJETA4XUa12MmmXxZJh,156453,3DBFd14cf6eeY53yWzOEVz,Rise,2,0.906,0.403,0.582,0.216,7,0.132,-6.86,1,0.0542,173.274,0.554
352,Music For The Motion Picture Into The Wild,3H2Mr0PkWDtgdgVKt6c8c6,Eddie Vedder,0mXTJETA4XUa12MmmXxZJh,442560,3T7ntEYaQvk8oFVv4ltCiU,Guaranteed,0,0.91,0.332,0.00679,0.103,7,0.106,-12.257,1,0.0419,100.489,0.126
353,Music For The Motion Picture Into The Wild,3H2Mr0PkWDtgdgVKt6c8c6,Eddie Vedder,0mXTJETA4XUa12MmmXxZJh,321760,54dAM9PfABaX5vJ3aFSepP,Hard Sun,14,0.0521,0.439,0.83,0.000279,8,0.325,-6.544,1,0.0331,143.416,0.643
354,Music For The Motion Picture Into The Wild,3H2Mr0PkWDtgdgVKt6c8c6,Eddie Vedder,0mXTJETA4XUa12MmmXxZJh,236306,37KL1oRZD8yzcke0yYdkE0,Society,5,0.896,0.64,0.328,0.000541,11,0.113,-10.844,0,0.0323,80.689,0.295
355,Amianto,1M54W6vxFuAxYNrlO7Ocwd,Supercombo,73HkjgziMO6I83vFOS8mo1,251341,5oAqAKoKpKrF5YTNXVxdum,Sol da Manhã,47,0.0562,0.417,0.873,1.13e-06,10,0.0609,-4.641,1,0.044,134.878,0.349
356,That's The Spirit,7FqHuAvmREiIwVXVpZ9ooP,Bring Me The Horizon,1Ffb6ejR6Fe5IamqA5oRUF,232320,1KTJmfwrk5pYqsi9mkY3nT,True Friends,64,0.000683,0.419,0.938,0.0,7,0.114,-3.12,1,0.0837,160.151,0.333
357,Favourite Worst Nightmare,4jKGRliQXa5VwxKOsiCbfL,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,276200,3B6pI1ArZEQiHyE0swCA8E,"If You Were There, Beware",1,0.000938,0.328,0.805,0.048,4,0.104,-6.74,0,0.0383,135.546,0.264
358,Humbug,7GxtlXv1hXnbsCQvUYJGEe,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,223183,43KuVnM5VGa8nb7K8H3ZJQ,Crying Lightning,0,0.0178,0.512,0.882,0.000214,4,0.279,-4.434,0,0.0506,106.811,0.617
359,Humbug,7GxtlXv1hXnbsCQvUYJGEe,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,207574,4KSsrjaxWgallQVLBJ1vEz,My Propeller,0,0.0549,0.413,0.655,0.0382,9,0.267,-6.777,0,0.0294,115.783,0.693
360,What Separates Me From You,2kllnMabPw1hYID0MhQRK0,A Day To Remember,4NiJW4q9ichVqL1aUsgGAN,202640,3imITUqEhkebNbOoS1yrWm,All I Want,64,2.53e-05,0.342,0.981,0.0,2,0.343,-3.228,0,0.14,160.083,0.207
361,Homesick,34eR6ev1GGZHmxNTEfRobW,A Day To Remember,4NiJW4q9ichVqL1aUsgGAN,209093,6G7URf5rGe6MvNoiTtNEP7,The Downfall of Us All,63,0.000256,0.589,0.881,0.0,0,0.327,-4.62,1,0.0666,129.95,0.709
362,What Separates Me From You,2kllnMabPw1hYID0MhQRK0,A Day To Remember,4NiJW4q9ichVqL1aUsgGAN,197200,15qf0H31MChhqKr2zvejla,All Signs Point to Lauderdale,63,0.000263,0.42,0.983,0.0,10,0.114,-3.437,1,0.113,149.958,0.513
363,Sempiternal (Deluxe Edition),4dhfdOEUI4tfqwdgouFTQA,Bring Me The Horizon,1Ffb6ejR6Fe5IamqA5oRUF,242995,4cT6fZLzLcdBnKUoTPwrNL,"Go To Hell, For Heaven's Sake",54,6.68e-05,0.448,0.974,0.000391,7,0.119,-2.919,0,0.12,137.96,0.224
364,Sempiternal (Deluxe Edition),4dhfdOEUI4tfqwdgouFTQA,Bring Me The Horizon,1Ffb6ejR6Fe5IamqA5oRUF,227296,1PInWkBARsxLyouDqa2GtF,Can You Feel My Heart,62,0.00272,0.235,0.86,0.0969,4,0.388,-2.842,0,0.0561,127.788,0.342
365,That's The Spirit,7FqHuAvmREiIwVXVpZ9ooP,Bring Me The Horizon,1Ffb6ejR6Fe5IamqA5oRUF,222093,6o39Ln9118FKTMbM4BvcEy,Drown - New,64,0.000102,0.405,0.94,2.79e-05,1,0.719,-3.103,0,0.0844,143.126,0.24
366,Donker Mag,2ixDAaSvXUpGKat8hMA07G,Die Antwoord,6urkHDoIVO1WO8vNIwcJmM,213607,0zSGK8ZpVuo0XdIY21Vyrh,Ugly Boy,61,0.0147,0.822,0.669,0.0,10,0.188,-5.358,0,0.182,102.035,0.602
367,FutureSex/LoveSounds,51lCQxAHpJHuqvvK0z12zp,Justin Timberlake,31TPClRtHm23RisEBtV3X7,448573,76D83dghHeE2NFedPFD4tf,What Goes Around.../...Comes Around (Interlude),58,0.122,0.687,0.723,0.00102,7,0.573,-4.751,1,0.0709,76.0,0.432
368,MY HOUSE,5lkNnHVlnCCCV304t89wOH,Flo Rida,0jnsk9HBra6NMjO2oANoPY,192190,6Knv6wdA0luoMUuuoYi2i1,My House,75,0.0215,0.688,0.702,0.0,7,0.128,-4.792,0,0.0499,94.006,0.74
369,Are You Experienced,7rSZXXHHvIhF4yUFdaOCy9,Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,170813,0wJoRiX5K5BxlqZTolB2LD,Purple Haze,68,0.00876,0.533,0.905,0.578,2,0.0698,-5.27,1,0.0754,108.9,0.486
370,Animal Nacional (Deluxe Edition),4X2vYeZnCtqQw6esgeU8Hn,Vespas Mandarinas,39wvetWmzobDSXSkCHPEcv,242066,51bZaZ2mBsnAji6GedLZlv,Santa Sampa,24,0.0519,0.665,0.738,0.0,5,0.417,-7.261,0,0.0332,123.998,0.586
371,Unorthodox Jukebox,58ufpQsJ1DS5kq4hhzQDiI,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,233478,3w3y8KPTfNeOKPiqUTakBh,Locked Out Of Heaven,77,0.049,0.726,0.698,0.0,5,0.309,-4.165,1,0.0431,143.994,0.867
372,Unorthodox Jukebox,58ufpQsJ1DS5kq4hhzQDiI,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,178560,55h7vJchibLdUkxdlX3fK7,Treasure,74,0.0412,0.874,0.692,7.24e-05,5,0.324,-5.28,0,0.0431,116.017,0.937
373,Boa Parte de Mim Vai Embora,1dlCAZ0ZLNu3hRuVM9XgW0,Vanguart,0rexWKb4rBwWS07SoHqsX0,246026,6RRci0rkrotugqtF9GOins,Nessa Cidade,31,0.42,0.269,0.47,0.000434,2,0.114,-6.745,0,0.0281,150.341,0.184
374,Muito Mais Que o Amor,0u5RVsTlYBmOOHOXzAjuJZ,Vanguart,0rexWKb4rBwWS07SoHqsX0,200200,71iogkuXi7nAfFbqMGDTri,Meu Sol,50,0.00288,0.365,0.686,0.0,0,0.0926,-6.127,1,0.0272,184.083,0.331
375,Acústico (Ao Vivo),7mgNhvsT5RpvIoq8q2DHFI,Cássia Eller,10naVTwNjE50daQVrN0bXh,246492,6HhXiy5XZ81Pyv3yCZMtj1,Relicário - Ao Vivo,64,0.53,0.3,0.7,0.0,2,0.186,-6.567,1,0.036,165.642,0.398
376,Amianto,1M54W6vxFuAxYNrlO7Ocwd,Supercombo,73HkjgziMO6I83vFOS8mo1,196690,35689kbAwieHK4YNmwEisS,Piloto Automático,58,0.263,0.617,0.697,0.0,6,0.097,-4.932,1,0.0352,131.981,0.519
377,Canções de Apartamento,2YAe3j1yJypaKzL5xp5lcC,Cícero,6a5wUPC879Kyfw0aXxVatB,255453,39ekic3R4jIELhCjHJ7R3g,Açúcar Ou Adoçante,0,0.809,0.625,0.315,0.00594,11,0.0939,-10.476,0,0.0335,100.029,0.275
378,Canções de Apartamento,2YAe3j1yJypaKzL5xp5lcC,Cícero,6a5wUPC879Kyfw0aXxVatB,222653,2GikkUicu2OpS7RkZezE8p,Tempo de Pipa,0,0.846,0.63,0.495,0.0785,2,0.11,-9.14,1,0.0257,109.02,0.555
379,Apanhador Só,627iqId0ZyfH4irrJZEFXq,Apanhador Só,3DtHAw4MrjXhVFotN5n8fZ,224880,6iMZdXJgaGHB4Z2t2bNJ0l,Um Rei e o Zé,34,0.0454,0.539,0.669,4.37e-05,6,0.0908,-6.553,1,0.0307,123.266,0.534
380,III,3XZMipSwL561QdT16xAkI4,Maglore,24me6m3bV7l2rnUwaXV0Tj,214771,6RyWmYt2GU3syQCDu1nczh,Dança Diferente,41,0.017,0.602,0.804,0.000898,8,0.1,-3.989,1,0.0355,124.998,0.666
381,20+ Rock,5QGt69piwYmNQaTHizRvow,Capital Inicial,4Z0yuwHVJBROVZqFpTIr0d,209760,3TfepFQzCxXusZ0wcFydpd,Depois da Meia Noite,3,0.00801,0.467,0.815,2.34e-05,4,0.338,-5.113,0,0.0361,134.978,0.467
382,Detonautas (Nova Versão),2Xa25OvfD52APxPX8QP9mJ,Detonautas Roque Clube,5AlUDdksfPP7l4Qm22MJA9,209173,6Sk1mETx99njkPH3MIRTn3,Quando o sol se for,60,0.000217,0.431,0.848,3.11e-05,11,0.0934,-5.522,0,0.0457,163.139,0.806
383,Imunidade Musical,1l8K5fgYz4J0ZZyjMVd6Q1,Charlie Brown Jr.,1on7ZQ2pvgeQF4vmIA09x5,202826,6C6315RjrDrqj1oqaJVGY8,Senhor Do Tempo,53,0.762,0.771,0.631,0.00454,6,0.108,-7.276,1,0.0382,97.054,0.644
384,Imunidade Musical,1l8K5fgYz4J0ZZyjMVd6Q1,Charlie Brown Jr.,1on7ZQ2pvgeQF4vmIA09x5,176960,2m2QV4YsDoVNQ9Y6THdSg4,Aquela Paz,42,0.769,0.586,0.487,0.0001,11,0.181,-9.29,1,0.0341,123.897,0.693
385,Imunidade Musical,1l8K5fgYz4J0ZZyjMVd6Q1,Charlie Brown Jr.,1on7ZQ2pvgeQF4vmIA09x5,188200,70dJEanFPdYuWZumkrnKeX,Ela Vai Voltar (Todos Os Defeitos De Uma Mulher Perfeita),64,0.424,0.676,0.657,0.000147,6,0.13,-7.28,1,0.0272,105.002,0.879
